post_canonical,score,level
"Into each box of a 2012 times 2012 square grid, a real number greater than or equal to 0 and less than or equal to 1 is inserted. Consider splitting the grid into 2 non-empty rectangles consisting of boxes of the grid by drawing a line parallel either to the horizontal or the vertical side of the grid. Suppose that for at least one of the resulting rectangles the sum of the numbers in the boxes within the rectangle is less than or equal to 1 , no matter how the grid is split into 2 such rectangles. Determine the maximum possible value for the sum of all the 2012 times 2012 numbers inserted into the boxes.",7.042857142857143,Hard
"Let n and k be positive integers. Cathy is playing the following game. There are n marbles and k boxes, with the marbles labelled 1 to n. Initially, all marbles are placed inside one box. Each turn, Cathy chooses a box and then moves the marbles with the smallest label, say i, to either any empty box or the box containing marble i+1. Cathy wins if at any point there is a box containing only marble n. Determine all pairs of integers (n,k) such that Cathy can win this game.",9.142857142857142,Very Hard
"Let Gamma be the circumcircle of triangle ABC. Let D be a point on the side BC. The tangent to Gamma at A intersects the parallel line to BA through D at point E. The segment CE intersects Gamma again at F. Suppose B, D, F, E are concyclic. Prove that AC, BF, DE are concurrent.",2.1,Easy
"Let a,b,c be positive integers. Prove that it is impossible to have all of the three numbers a^2+b+c,b^2+c+a,c^2+a+b to be perfect squares.",3.0428571428571427,Medium
"For 2k real numbers a_1, a_2, ..., a_k, b_1, b_2, ..., b_k define a sequence of numbers X_n by X_n = sum_{i=1}^k [a_in + b_i] quad (n=1,2,...). If the sequence X_N forms an arithmetic progression, show that textstyle sum_{i=1}^k a_i must be an integer. Here [r] denotes the greatest integer less than or equal to r.",8.285714285714285,Very Hard
"Let P be a point in the interior of a triangle ABC , and let D, E, F be the point of intersection of the line AP and the side BC of the triangle, of the line BP and the side CA , and of the line CP and the side AB , respectively. Prove that the area of the triangle ABC must be 6 if the area of each of the triangles PFA, PDB and PEC is 1 .",1.657142857142857,Easy
"Let a and b be positive integers, and let A and B be finite sets of integers satisfying (i) A and B are disjoint; (ii) if an integer i belongs to either to A or to B, then either i+a belongs to A or i-b belongs to B. Prove that a left lvert A right rvert = b left lvert B right rvert. (Here left lvert X right rvert denotes the number of elements in the set X.)",8.942857142857143,Very Hard
"A collection of n squares on the plane is called tri-connected if the following criteria are satisfied: (i) All the squares are congruent. (ii) If two squares have a point P in common, then P is a vertex of each of the squares. (iii) Each square touches exactly three other squares. How many positive integers n are there with 2018 leq n leq 3018, such that there exists a collection of n squares that is tri-connected?",5.942857142857143,Medium
"Let m be a fixed positive integer. The infinite sequence {a_n }_{n geq 1} is defined in the following way: a_1 is a positive integer, and for every integer n geq 1 we have a_{n+1} = begin{cases}a_n^2+2^m & text{if } a_n< 2^m a_n/2 & text{if } a_n geq 2^m end{cases}For each m, determine all possible values of a_1 such that every term in the sequence is an integer.",5.642857142857142,Medium
"Let n be an integer greater than or equal to 2 . Prove that if the real numbers a_1 , a_2 , cdots , a_n satisfy a_1 ^2 + a_2 ^2 + cdots + a_n ^ 2 = n , then sum_{1 le i < j le n} frac{1}{n- a_i a_j} le frac{n}{2} must hold.",9.3,Very Hard
"Find all functions f from the set mathbb{R} of real numbers into mathbb{R} which satisfy for all x, y, z in mathbb{R} the identity f(f(x)+f(y)+f(z))=f(f(x)-f(y))+f(2xy+f(z))+2f(xz-yz).",9.557142857142855,Very Hard
"Let A(n) denote the number of sequences a_1 ge a_2 ge cdots{} ge a_k of positive integers for which a_1+ cdots{}+a_k = n and each a_i +1 is a power of two (i = 1,2, cdots{},k). Let B(n) denote the number of sequences b_1 ge b_2 ge cdots{} ge b_m of positive integers for which b_1+ cdots{}+b_m =n and each inequality b_j ge 2b_{j+1} holds (j=1,2, cdots{}, m-1). Prove that A(n) = B(n) for every positive integer n. Senior Problems Committee of the Australian Mathematical Olympiad Committee",6.171428571428571,Hard
"We call a 5-tuple of integers arrangeable if its elements can be labeled a, b, c, d, e in some order so that a-b+c-d+e=29. Determine all 2017-tuples of integers n_1, n_2, . . . , n_{2017} such that if we place them in a circle in clockwise order, then any 5-tuple of numbers in consecutive positions on the circle is arrangeable. Warut Suksompong, Thailand",3.7857142857142874,Medium
"Let ABC be an acute triangle with altitudes AD, BE, and CF, and let O be the center of its circumcircle. Show that the segments OA, OF, OB, OD, OC, OE dissect the triangle ABC into three pairs of triangles that have equal areas.",1.257142857142857,Easy
"Let ABC be an acute triangle. Denote by D the foot of the perpendicular line drawn from the point A to the side BC , by M the midpoint of BC , and by H the orthocenter of ABC . Let E be the point of intersection of the circumcircle Gamma of the triangle ABC and the half line MH , and F be the point of intersection (other than E) of the line ED and the circle Gamma . Prove that tfrac{BF}{CF} = tfrac{AB}{AC} must hold. (Here we denote XY the length of the line segment XY.)",8.785714285714285,Very Hard
"Let AB and AC be two distinct rays not lying on the same line, and let omega be a circle with center O that is tangent to ray AC at E and ray AB at F. Let R be a point on segment EF. The line through O parallel to EF intersects line AB at P. Let N be the intersection of lines PR and AC, and let M be the intersection of line AB and the line through R parallel to AC. Prove that line MN is tangent to omega. Warut Suksompong, Thailand",5.971428571428572,Medium
"For a polynomial P and a positive integer n, define P_n as the number of positive integer pairs (a,b) such that a<b leq n and |P(a)|-|P(b)| is divisible by n. Determine all polynomial P with integer coefficients such that P_n leq 2021 for all positive integers n.",4.628571428571428,Medium
Let n and b be positive integers. We say n is b-discerning if there exists a set consisting of n different positive integers less than b that has no two different subsets U and V such that the sum of all elements in U equals the sum of all elements in V. (a) Prove that 8 is 100-discerning. (b) Prove that 9 is not 100-discerning. Senior Problems Committee of the Australian Mathematical Olympiad Committee,9.942857142857145,Very Hard
Determine all positive integers k for which there exist a positive integer m and a set S of positive integers such that any integer n > m can be written as a sum of distinct elements of S in exactly k ways.,6.771428571428571,Hard
"Let n be a positive integer. Consider 2n distinct lines on the plane, no two of which are parallel. Of the 2n lines, n are colored blue, the other n are colored red. Let mathcal{B} be the set of all points on the plane that lie on at least one blue line, and mathcal{R} the set of all points on the plane that lie on at least one red line. Prove that there exists a circle that intersects mathcal{B} in exactly 2n - 1 points, and also intersects mathcal{R} in exactly 2n - 1 points. Proposed by Pakawut Jiradilok and Warut Suksompong, Thailand",7.0285714285714285,Hard
Find all positive integers k<202 for which there exist a positive integers n such that bigg { {} frac{n}{202} bigg { }}+ bigg { {} frac{2n}{202} bigg { }}+ cdots + bigg { {} frac{kn}{202} bigg { }}= frac{k}{2},7.7,Hard
"Let c>0 be a given positive real and mathbb{R}_{>0} be the set of all positive reals. Find all functions f colon mathbb{R}_{>0} to mathbb{R}_{>0} such that f((c+1)x+f(y))=f(x+2y)+2cx quad textrm{for all } x,y in mathbb{R}_{>0}.",8.485714285714286,Very Hard
"Let H be the orthocenter of the triangle ABC. Let M and N be the midpoints of the sides AB and AC, respectively. Assume that H lies inside the quadrilateral BMNC and that the circumcircles of triangles BMH and CNH are tangent to each other. The line through H parallel to BC intersects the circumcircles of the triangles BMH and CNH in the points K and L, respectively. Let F be the intersection point of MK and NL and let J be the incenter of triangle MHN. Prove that F J = F A.",2.4714285714285724,Easy
Determine all positive integers n for which dfrac{n^2+1}{[ sqrt{n}]^2+2} is an integer. Here [r] denotes the greatest integer less than or equal to r.,3.8,Medium
"Given a 32 times 32 table, we put a mouse (facing up) at the bottom left cell and a piece of cheese at several other cells. The mouse then starts moving. It moves forward except that when it reaches a piece of cheese, it eats a part of it, turns right, and continues moving forward. We say that a subset of cells containing cheese is good if, during this process, the mouse tastes each piece of cheese exactly once and then falls off the table. Show that: (a) No good subset consists of 888 cells. (b) There exists a good subset consisting of at least 666 cells.",6.3,Hard
"Let n be a positive integer. A pair of n-tuples (a_1, cdots{}, a_n) and (b_1, cdots{}, b_n) with integer entries is called an exquisite pair if |a_1b_1+ cdots{}+a_nb_n| le 1.Determine the maximum number of distinct n-tuples with integer entries such that any two of them form an exquisite pair. Pakawut Jiradilok and Warut Suksompong, Thailand",8.9,Very Hard
"Five points A_1,A_2,A_3,A_4,A_5 lie on a plane in such a way that no three among them lie on a same straight line. Determine the maximum possible value that the minimum value for the angles angle A_iA_jA_k can take where i, j, k are distinct integers between 1 and 5.",3.5857142857142854,Medium
"Let S = {1,2, dots,2014 }. For each non-empty subset T subseteq S, one of its members is chosen as its representative. Find the number of ways to assign representatives to all non-empty subsets of S so that if a subset D subseteq S is a disjoint union of non-empty subsets A, B, C subseteq S, then the representative of D is also the representative of one of A, B, C. Warut Suksompong, Thailand",4.128571428571428,Medium
"Determine all functions f: mathbb{R} to mathbb{R}, where mathbb{R} is the set of all real numbers, satisfying the following two conditions: 1) There exists a real number M such that for every real number x,f(x)<M is satisfied. 2) For every pair of real numbers x and y, f(xf(y))+yf(x)=xf(y)+f(xy) is satisfied.",9.085714285714284,Very Hard
"Consider a 2018 times 2019 board with integers in each unit square. Two unit squares are said to be neighbours if they share a common edge. In each turn, you choose some unit squares. Then for each chosen unit square the average of all its neighbours is calculated. Finally, after these calculations are done, the number in each chosen unit square is replaced by the corresponding average. Is it always possible to make the numbers in all squares become the same after finitely many turns?",9.4,Very Hard
"Let n be a fixed positive odd integer. Take m+2 distinct points P_0,P_1, ldots ,P_{m+1} (where m is a non-negative integer) on the coordinate plane in such a way that the following three conditions are satisfied: 1) P_0=(0,1),P_{m+1}=(n+1,n), and for each integer i,1 le i le m, both x- and y- coordinates of P_i are integers lying in between 1 and n (1 and n inclusive). 2) For each integer i,0 le i le m, P_iP_{i+1} is parallel to the x-axis if i is even, and is parallel to the y-axis if i is odd. 3) For each pair i,j with 0 le i<j le m, line segments P_iP_{i+1} and P_jP_{j+1} share at most 1 point. Determine the maximum possible value that m can take.",8.785714285714285,Very Hard
