post_canonical,score,level
"Find all lists (x_1, x_2, ldots, x_{2020}) of non-negative real numbers such that the following three conditions are all satisfied: x_1 le x_2 le ldots le x_{2020}; x_{2020} le x_1 + 1; there is a permutation (y_1, y_2, ldots, y_{2020}) of (x_1, x_2, ldots, x_{2020}) such that sum_{i = 1}^{2020} ((x_i + 1)(y_i + 1))^2 = 8 sum_{i = 1}^{2020} x_i^3. A permutation of a list is a list of the same length, with the same entries, but the entries are allowed to be in any order. For example, (2, 1, 2) is a permutation of (1, 2, 2), and they are both permutations of (2, 2, 1). Note that any list is a permutation of itself.",8.823529411764707,Very Hard
"There are 2017 lines in the plane such that no three of them go through the same point. Turbo the snail sits on a point on exactly one of the lines and starts sliding along the lines in the following fashion: she moves on a given line until she reaches an intersection of two lines. At the intersection, she follows her journey on the other line turning left or right, alternating her choice at each intersection point she reaches. She can only change direction at an intersection point. Can there exist a line segment through which she passes in both directions during her journey?",8.26530612244898,Very Hard
Let ABC be a triangle with incenter I and let D be an arbitrary point on the side BC. Let the line through D perpendicular to BI intersect CI at E. Let the line through D perpendicular to CI intersect BI at F. Prove that the reflection of A across the line EF lies on the line BC.,5.580147551978538,Medium
"There are infinitely many people registered on the social network Mugbook. Some pairs of (different) users are registered as friends, but each person has only finitely many friends. Every user has at least one friend. (Friendship is symmetric; that is, if A is a friend of B, then B is a friend of A.) Each person is required to designate one of their friends as their best friend. If A designates B as her best friend, then (unfortunately) it does not follow that B necessarily designates A as her best friend. Someone designated as a best friend is called a 1-best friend. More generally, if n> 1 is a positive integer, then a user is an n-best friend provided that they have been designated the best friend of someone who is an (n-1)-best friend. Someone who is a k-best friend for every positive integer k is called popular. (a) Prove that every popular person is the best friend of a popular person. (b) Show that if people can have infinitely many friends, then it is possible that a popular person is not the best friend of a popular person. Romania (Dan Schwarz)",6.469387755102041,Hard
"Let ABCD be a cyclic quadrilateral with circumcenter O. Let the internal angle bisectors at A and B meet at X, the internal angle bisectors at B and C meet at Y, the internal angle bisectors at C and D meet at Z, and the internal angle bisectors at D and A meet at W. Further, let AC and BD meet at P. Suppose that the points X, Y, Z, W, O, and P are distinct. Prove that O, X, Y Z, W lie on the same circle if and only if P, X, Y, Z, and W lie on the same circle.",8.500643500643502,Very Hard
"We denote the number of positive divisors of a positive integer m by d(m) and the number of distinct prime divisors of m by omega(m). Let k be a positive integer. Prove that there exist infinitely many positive integers n such that omega(n) = k and d(n) does not divide d(a^2+b^2) for any positive integers a, b satisfying a + b = n.",9.532467532467532,Very Hard
"Let ABC be an acute-angled triangle with circumcircle Gamma and orthocentre H. Let K be a point of Gamma on the other side of BC from A. Let L be the reflection of K in the line AB, and let M be the reflection of K in the line BC. Let E be the second point of intersection of Gamma with the circumcircle of triangle BLM. Show that the lines KH, EM and BC are concurrent. (The orthocentre of a triangle is the point on all three of its altitudes.) Luxembourg (Pierre Haas)",7.061224489795919,Hard
"Let k be a positive integer. Lexi has a dictionary mathbb{D} consisting of some k-letter strings containing only the letters A and B. Lexi would like to write either the letter A or the letter B in each cell of a k times k grid so that each column contains a string from mathbb{D} when read from top-to-bottom and each row contains a string from mathbb{D} when read from left-to-right. What is the smallest integer m such that if mathbb{D} contains at least m different strings, then Lexi can fill her grid in this manner, no matter what strings are in mathbb{D}?",6.130114017437962,Hard
"Let ABC be a triangle with circumcentre O. The points D,E,F lie in the interiors of the sides BC,CA,AB respectively, such that DE is perpendicular to CO and DF is perpendicular to BO. (By interior we mean, for example, that the point D lies on the line BC and D is between B and C on that line.) Let K be the circumcentre of triangle AFE. Prove that the lines DK and BC are perpendicular. Netherlands (Merlijn Staps)",3.8571428571428577,Medium
"Let triangle ABC be an acute-angled triangle, and let D be the foot of the altitude from C. The angle bisector of angle ABC intersects CD at E and meets the circumcircle omega of triangle triangle ADE again at F. If angle ADF = 45^{ circ}, show that CF is tangent to omega .",3.800786369593708,Medium
"Let n be a positive integer. Find the greatest possible integer m, in terms of n, with the following property: a table with m rows and n columns can be filled with real numbers in such a manner that for any two different rows left[ {{a_1},{a_2}, ldots,{a_n}} right] and left[ {{b_1},{b_2}, ldots,{b_n}} right] the following holds: max left( { left| {{a_1} - {b_1}} right|, left| {{a_2} - {b_2}} right|,..., left| {{a_n} - {b_n}} right|} right) = 1 Poland (Tomasz Kobos)",5.877551020408163,Medium
"A set A of integers is called sum-full if A subseteq A + A, i.e. each element a in A is the sum of some pair of (not necessarily different) elements b,c in A. A set A of integers is said to be zero-sum-free if 0 is the only integer that cannot be expressed as the sum of the elements of a finite nonempty subset of A. Does there exist a sum-full zero-sum-free set of integers? Romania (Dan Schwarz)",9.918367346938776,Very Hard
"Determine all positive integers n geq 2 for which there exist integers x_1,x_2, ldots ,x_{n-1} satisfying the condition that if 0<i<n,0<j<n, i neq j and n divides 2i+j, then x_i<x_j.",6.467532467532467,Hard
Let H be the orthocentre and G be the centroid of acute-angled triangle ABC with AB ne AC. The line AG intersects the circumcircle of ABC at A and P. Let P' be the reflection of P in the line BC. Prove that angle CAB = 60 if and only if HG = GP',9.017038007863697,Very Hard
"Let n, m be integers greater than 1, and let a_1, a_2, dots, a_m be positive integers not greater than n^m. Prove that there exist positive integers b_1, b_2, dots, b_m not greater than n, such that gcd(a_1 + b_1, a_2 + b_2, dots, a_m + b_m) < n, where gcd(x_1, x_2, dots, x_m) denotes the greatest common divisor of x_1, x_2, dots, x_m.",8.479685452162517,Very Hard
"On a circle, Alina draws 2019 chords, the endpoints of which are all different. A point is considered marked if it is either text{(i)} one of the 4038 endpoints of a chord; or text{(ii)} an intersection point of at least two chords. Alina labels each marked point. Of the 4038 points meeting criterion text{(i)}, Alina labels 2019 points with a 0 and the other 2019 points with a 1. She labels each point meeting criterion text{(ii)} with an arbitrary integer (not necessarily positive). Along each chord, Alina considers the segments connecting two consecutive marked points. (A chord with k marked points has k-1 such segments.) She labels each such segment in yellow with the sum of the labels of its two endpoints and in blue with the absolute value of their difference. Alina finds that the N + 1 yellow labels take each value 0, 1, . . . , N exactly once. Show that at least one blue label is a multiple of 3. (A chord is a line segment joining two different points on a circle.)",9.395043731778426,Very Hard
"Let n be a positive integer. (a) Prove that there exists a set S of 6n pairwise different positive integers, such that the least common multiple of any two elements of S is no larger than 32n^2. (b) Prove that every set T of 6n pairwise different positive integers contains two elements the least common multiple of which is larger than 9n^2.",9.392446633825944,Very Hard
"Let ABC be an acute-angled triangle in which no two sides have the same length. The reflections of the centroid G and the circumcentre O of ABC in its sides BC,CA,AB are denoted by G_1,G_2,G_3 and O_1,O_2,O_3, respectively. Show that the circumcircles of triangles G_1G_2C, G_1G_3B, G_2G_3A, O_1O_2C, O_1O_3B, O_2O_3A and ABC have a common point. The centroid of a triangle is the intersection point of the three medians. A median is a line connecting a vertex of the triangle to the midpoint of the opposite side.",8.42687074829932,Very Hard
"Does there exist a nonnegative integer a for which the equation left lfloor frac{m}{1} right rfloor + left lfloor frac{m}{2} right rfloor + left lfloor frac{m}{3} right rfloor + cdots + left lfloor frac{m}{m} right rfloor = n^2 + ahas more than one million different solutions (m, n) where m and n are positive integers? The expression lfloor x rfloor denotes the integer part (or floor) of the real number x. Thus lfloor sqrt{2} rfloor = 1, lfloor pi rfloor = lfloor 22/7 rfloor = 3, lfloor 42 rfloor = 42, and lfloor 0 rfloor = 0.",9.49027498323273,Very Hard
"Find all functions f: mathbb{R} to mathbb{R} such that f left( {yf(x + y) + f(x)} right) = 4x + 2yf(x + y) for all x,y in mathbb{R}. Netherlands (Birgit van Dalen)",7.63265306122449,Hard
"Let mathbb{N}= {1, 2, 3, dots } be the set of all positive integers. Find all functions f : mathbb{N} rightarrow mathbb{N} such that for any positive integers a and b, the following two conditions hold: (1) f(ab) = f(a)f(b), and (2) at least two of the numbers f(a), f(b), and f(a+b) are equal.",7.792792792792794,Hard
"Turbo the snail sits on a point on a circle with circumference 1. Given an infinite sequence of positive real numbers c_1, c_2, c_3, dots, Turbo successively crawls distances c_1, c_2, c_3, dots around the circle, each time choosing to crawl either clockwise or counterclockwise. Determine the largest constant C > 0 with the following property: for every sequence of positive real numbers c_1, c_2, c_3, dots with c_i < C for all i, Turbo can (after studying the sequence) ensure that there is some point on the circle that it will never visit or crawl across.",3.9839034205231374,Medium
"Let n be a positive integer. Dominoes are placed on a 2n times 2n board in such a way that every cell of the board is adjacent to exactly one cell covered by a domino. For each n, determine the largest number of dominoes that can be placed in this way. (A domino is a tile of size 2 times 1 or 1 times 2. Dominoes are placed on the board in such a way that each domino covers exactly two cells of the board, and dominoes do not overlap. Two cells are said to be adjacent if they are different and share a common side.)",6.348396501457726,Hard
"Determine whether there exists an infinite sequence a_1, a_2, a_3, dots of positive integers which satisfies the equality a_{n+2}=a_{n+1}+ sqrt{a_{n+1}+a_{n}} for every positive integer n.",4.980340760157274,Medium
"Find all functions f: mathbb{Q} to mathbb{Q} such that the equation f(xf(x)+y) = f(y) + x^2holds for all rational numbers x and y. Here, mathbb{Q} denotes the set of rational numbers.",7.270288397048961,Hard
"Prove that for every real number t such that 0 < t < tfrac{1}{2} there exists a positive integer n with the following property: for every set S of n positive integers there exist two different elements x and y of S, and a non-negative integer m (i.e. m ge 0 ), such that |x-my| leq ty. Determine whether for every real number t such that 0 < t < tfrac{1}{2} there exists an infinite set S of positive integers such that |x-my| > tyfor every pair of different elements x and y of S and every positive integer m (i.e. m > 0).",9.172161172161172,Very Hard
"The n contestant of EGMO are named C_1, C_2, cdots C_n. After the competition, they queue in front of the restaurant according to the following rules. The Jury chooses the initial order of the contestants in the queue. Every minute, the Jury chooses an integer i with 1 leq i leq n. If contestant C_i has at least i other contestants in front of her, she pays one euro to the Jury and moves forward in the queue by exactly i positions. If contestant C_i has fewer than i other contestants in front of her, the restaurant opens and process ends. Prove that the process cannot continue indefinitely, regardless of the Jurys choices. Determine for every n the maximum number of euros that the Jury can collect by cunningly choosing the initial order and the sequence of moves.",8.08058608058608,Very Hard
"Let S be the set of all positive integers n such that n^4 has a divisor in the range n^2 +1, n^2 + 2,...,n^2 + 2n. Prove that there are infinitely many elements of S of each of the forms 7m, 7m+1, 7m+2, 7m+5, 7m+6 and no elements of S of the form 7m+3 and 7m+4, where m is an integer.",8.775510204081632,Very Hard
"Let ABCD be a convex quadrilateral with angle DAB= angle BCD=90^{ circ} and angle ABC> angle CDA. Let Q and R be points on segments BC and CD, respectively, such that line QR intersects lines AB and AD at points P and S, respectively. It is given that PQ=RS.Let the midpoint of BD be M and the midpoint of QR be N.Prove that the points M,N,A and C lie on a circle.",1.947278911564626,Easy
"A permutation of the integers 1, 2, ldots, m is called fresh if there exists no positive integer k < m such that the first k numbers in the permutation are 1, 2, ldots, k in some order. Let f_m be the number of fresh permutations of the integers 1, 2, ldots, m. Prove that f_n ge n cdot f_{n - 1} for all n ge 3. For example, if m = 4, then the permutation (3, 1, 4, 2) is fresh, whereas the permutation (2, 3, 1, 4) is not.",5.735294117647058,Medium
"Find all triples (a, b, c) of real numbers such that ab + bc + ca = 1 and a^2b + c = b^2c + a = c^2a + b.",3.0758017492711365,Medium
