id_key,no,contest_category,contest_name,year,link,pdf,post_rendered,post_canonical,label,score,level
3551,1,International Contest,apmo,2021_apmo,https://artofproblemsolving.com/community/c2331472_2021_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/2331472,"Prove that for each real number <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/7/1/8/71859dd54a6375f6de3206c89875effb7e46af15.png"" class=""latex"" alt=""$r>2$"" style=""vertical-align: 0px"" width=""41"" height=""12"">,</span> there are exactly two or three positive real numbers <img src=""//latex.artofproblemsolving.com/2/6/e/26eeb5258ca5099acf8fe96b2a1049c48c89a5e6.png"" class=""latex"" alt=""$x$"" width=""10"" height=""8""> satisfying the equation <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/f/2/c/f2c7e53e5f1bafb7fbcf9e52a509d74ca8d98ec5.png"" class=""latex"" alt=""$x^2=r\lfloor x \rfloor$"" style=""vertical-align: -5px"" width=""74"" height=""20"">.</span>","Prove that for each real number $r>2$, there are exactly two or three positive real numbers $x$ satisfying the equation $x^2=r\lfloor x \rfloor$.",Algebra,2.7428571428571424,Easy
3552,2,International Contest,apmo,2021_apmo,https://artofproblemsolving.com/community/c2331472_2021_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/2331472,"For a polynomial <img src=""//latex.artofproblemsolving.com/4/b/4/4b4cade9ca8a2c8311fafcf040bc5b15ca507f52.png"" class=""latex"" alt=""$P$"" width=""14"" height=""12""> and a positive integer <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">,</span> define <img src=""//latex.artofproblemsolving.com/5/4/c/54c51a4acedda645113145d008dbfb50d35f1da3.png"" class=""latex"" alt=""$P_n$"" style=""vertical-align: -2px"" width=""19"" height=""15""> as the number of positive integer pairs <img src=""//latex.artofproblemsolving.com/8/e/8/8e8da0aef2d19017da7471378386d61620f288f5.png"" class=""latex"" alt=""$(a,b)$"" style=""vertical-align: -4px"" width=""38"" height=""18""> such that <img src=""//latex.artofproblemsolving.com/7/4/6/746118db3497c4844d43c9e50cf6f2f53ede4f4b.png"" class=""latex"" alt=""$a<b \leq n$"" style=""vertical-align: -2px"" width=""76"" height=""15""> and <img src=""//latex.artofproblemsolving.com/1/e/5/1e58361d440701e5ec693412b6a0271d4096d7d1.png"" class=""latex"" alt=""$|P(a)|-|P(b)|$"" style=""vertical-align: -4px"" width=""114"" height=""18""> is divisible by <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">.</span> Determine all polynomial <img src=""//latex.artofproblemsolving.com/4/b/4/4b4cade9ca8a2c8311fafcf040bc5b15ca507f52.png"" class=""latex"" alt=""$P$"" width=""14"" height=""12""> with integer coefficients such that <img src=""//latex.artofproblemsolving.com/a/b/b/abb684509c1790756be381b97e2d98c407ddaa66.png"" class=""latex"" alt=""$P_n \leq 2021$"" style=""vertical-align: -2px"" width=""80"" height=""15""> for all positive integers <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">.</span>","For a polynomial $P$ and a positive integer $n$, define $P_n$ as the number of positive integer pairs $(a,b)$ such that $a<b \leq n$ and $|P(a)|-|P(b)|$ is divisible by $n$. Determine all polynomial $P$ with integer coefficients such that $P_n \leq 2021$ for all positive integers $n$.",Algebra,4.628571428571428,Medium
3553,3,International Contest,apmo,2021_apmo,https://artofproblemsolving.com/community/c2331472_2021_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/2331472,"Let <img src=""//latex.artofproblemsolving.com/f/9/e/f9efaf9474c5658c4089523e2aff4e11488f8603.png"" class=""latex"" alt=""$ABCD$"" width=""57"" height=""13""> be a cyclic convex quadrilateral and <img src=""//latex.artofproblemsolving.com/9/1/3/913e49ea63c6c130bb8d9d1c3556b052ecc404f8.png"" class=""latex"" alt=""$\Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> be its circumcircle. Let <img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12""> be the intersection of the diagonals of <img src=""//latex.artofproblemsolving.com/a/1/7/a179ff2638e4799cadd820db205c2beff6299ce9.png"" class=""latex"" alt=""$AC$"" width=""27"" height=""13""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/9/f/89fff82bb65d0215e49c8c91cb7c553da52205e2.png"" class=""latex"" alt=""$BD$"" width=""29"" height=""12"">.</span> Let <img src=""//latex.artofproblemsolving.com/8/5/9/859ccf4cd60c7bc6b8fa1afc9a42dc811a826d6f.png"" class=""latex"" alt=""$L$"" width=""12"" height=""12""> be the center of the circle tangent to sides <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/5/7/e/57ee5125358c0606c9b588580ddfa66f83e607b7.png"" class=""latex"" alt=""$AB$"" width=""27"" height=""13"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/c/5/6c52a41dcbd739f1d026c5d4f181438b75b76976.png"" class=""latex"" alt=""$BC$"" width=""28"" height=""12"">,</span> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/0/9/4/0948661e822f2a953c43a57ac9e40b2734476de4.png"" class=""latex"" alt=""$CD$"" width=""29"" height=""12"">,</span> and let <img src=""//latex.artofproblemsolving.com/5/d/1/5d1e4485dc90c450e8c76826516c1b2ccb8fce16.png"" class=""latex"" alt=""$M$"" width=""19"" height=""12""> be the midpoint of the arc <img src=""//latex.artofproblemsolving.com/6/c/5/6c52a41dcbd739f1d026c5d4f181438b75b76976.png"" class=""latex"" alt=""$BC$"" width=""28"" height=""12""> of <img src=""//latex.artofproblemsolving.com/9/1/3/913e49ea63c6c130bb8d9d1c3556b052ecc404f8.png"" class=""latex"" alt=""$\Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> not containing <img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12"">.</span> Prove that the excenter of triangle <img src=""//latex.artofproblemsolving.com/9/1/2/91275aa1f85be8f39ea3ae3cef68f10100fc664b.png"" class=""latex"" alt=""$BCE$"" width=""43"" height=""12""> opposite <img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12""> lies on the line <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/0/b/1/0b1d8f246c1f2c2fbe6fea0847d28a9ab77e8338.png"" class=""latex"" alt=""$LM$"" width=""31"" height=""12"">.</span>","Let $ABCD$ be a cyclic convex quadrilateral and $\Gamma$ be its circumcircle. Let $E$ be the intersection of the diagonals of $AC$ and $BD$. Let $L$ be the center of the circle tangent to sides $AB$, $BC$, and $CD$, and let $M$ be the midpoint of the arc $BC$ of $\Gamma$ not containing $A$ and $D$. Prove that the excenter of triangle $BCE$ opposite $E$ lies on the line $LM$.",Geometry,5.828571428571428,Medium
3554,4,International Contest,apmo,2021_apmo,https://artofproblemsolving.com/community/c2331472_2021_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/2331472,"Given a <img src=""//latex.artofproblemsolving.com/5/4/e/54e7f6d322334ff585beb3b2b95772daf61c853a.png"" class=""latex"" alt=""$32 \times 32$"" width=""58"" height=""12""> table, we put a mouse (facing up) at the bottom left cell and a piece of cheese at several other cells.  The mouse then starts moving.  It moves forward except that when it reaches a piece of cheese, it eats a part of it, turns right, and continues moving forward.  We say that a subset of cells containing cheese is good if, during this process, the mouse tastes each piece of cheese exactly once and then falls off the table.  Show that:<br>
<br>
(a) No good subset consists of 888 cells.<br>
(b) There exists a good subset consisting of at least 666 cells.","Given a $32 \times 32$ table, we put a mouse (facing up) at the bottom left cell and a piece of cheese at several other cells. The mouse then starts moving. It moves forward except that when it reaches a piece of cheese, it eats a part of it, turns right, and continues moving forward. We say that a subset of cells containing cheese is good if, during this process, the mouse tastes each piece of cheese exactly once and then falls off the table. Show that:  (a) No good subset consists of 888 cells. (b) There exists a good subset consisting of at least 666 cells.",Combinatorics,6.3,Hard
3555,5,International Contest,apmo,2021_apmo,https://artofproblemsolving.com/community/c2331472_2021_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/2331472,"Determine all Functions <img src=""//latex.artofproblemsolving.com/5/c/7/5c7b5f24aeff0af4fe4d03f0495e712e5ca380a3.png"" class=""latex"" alt=""$f:\mathbb{Z} \to \mathbb{Z}$"" style=""vertical-align: -3px"" width=""77"" height=""16""> such that <img src=""//latex.artofproblemsolving.com/7/c/6/7c680fc1a35909eefb10ee6189b3639954417cae.png"" class=""latex"" alt=""$f(f(a)-b)+bf(2a)$"" style=""vertical-align: -4px"" width=""161"" height=""18""> is a perfect square for all integers <img src=""//latex.artofproblemsolving.com/c/7/d/c7d457e388298246adb06c587bccd419ea67f7e8.png"" class=""latex"" alt=""$a$"" width=""9"" height=""8""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/1/3/8136a7ef6a03334a7246df9097e5bcc31ba33fd2.png"" class=""latex"" alt=""$b$"" width=""8"" height=""12"">.</span>",Determine all Functions $f:\mathbb{Z} \to \mathbb{Z}$ such that $f(f(a)-b)+bf(2a)$ is a perfect square for all integers $a$ and $b$.,Number Theory,9.32857142857143,Very Hard
3556,1,International Contest,apmo,2020_apmo,https://artofproblemsolving.com/community/c1195713_2020_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/1195713,"Let <img src=""//latex.artofproblemsolving.com/9/1/3/913e49ea63c6c130bb8d9d1c3556b052ecc404f8.png"" class=""latex"" alt=""$\Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> be the circumcircle of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/c/3/8c3a2d2224f7d163b46d702132425d47828bf538.png"" class=""latex"" alt=""$\triangle ABC$"" width=""58"" height=""13"">.</span> Let <img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12""> be a point on the side <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/c/5/6c52a41dcbd739f1d026c5d4f181438b75b76976.png"" class=""latex"" alt=""$BC$"" width=""28"" height=""12"">.</span> The tangent to <img src=""//latex.artofproblemsolving.com/9/1/3/913e49ea63c6c130bb8d9d1c3556b052ecc404f8.png"" class=""latex"" alt=""$\Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> at <img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13""> intersects the parallel line to <img src=""//latex.artofproblemsolving.com/d/6/6/d66492998689e8303534c9e4f3ba1fa650fd41f0.png"" class=""latex"" alt=""$BA$"" width=""28"" height=""13""> through <img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12""> at point <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12"">.</span> The segment <img src=""//latex.artofproblemsolving.com/1/3/c/13c970cbf5e2e7029089517d5e8efbb8cade6d8a.png"" class=""latex"" alt=""$CE$"" width=""28"" height=""12""> intersects <img src=""//latex.artofproblemsolving.com/9/1/3/913e49ea63c6c130bb8d9d1c3556b052ecc404f8.png"" class=""latex"" alt=""$\Gamma$"" style=""vertical-align: 0px"" width=""11"" height=""13""> again at <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/0/5/a055f405829e64a3b70253ab67cb45ed6ed5bb29.png"" class=""latex"" alt=""$F$"" width=""14"" height=""12"">.</span> Suppose <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/f/f/5/ff5fb3d775862e2123b007eb4373ff6cc1a34d4e.png"" class=""latex"" alt=""$B$"" width=""14"" height=""12"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/0/5/a055f405829e64a3b70253ab67cb45ed6ed5bb29.png"" class=""latex"" alt=""$F$"" width=""14"" height=""12"">,</span> <img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12""> are concyclic. Prove that <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/1/7/a179ff2638e4799cadd820db205c2beff6299ce9.png"" class=""latex"" alt=""$AC$"" width=""27"" height=""13"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/5/e/65e4f2d5cc59e5ffbed3734130e8c45b643adc91.png"" class=""latex"" alt=""$BF$"" width=""28"" height=""12"">,</span> <img src=""//latex.artofproblemsolving.com/6/d/5/6d5c9afa92ae3180f02754c177e530d9d0f8b4d4.png"" class=""latex"" alt=""$DE$"" width=""29"" height=""12""> are concurrent.","Let $\Gamma$ be the circumcircle of $\triangle ABC$. Let $D$ be a point on the side $BC$. The tangent to $\Gamma$ at $A$ intersects the parallel line to $BA$ through $D$ at point $E$. The segment $CE$ intersects $\Gamma$ again at $F$. Suppose $B$, $D$, $F$, $E$ are concyclic. Prove that $AC$, $BF$, $DE$ are concurrent.",Geometry,2.0999999999999996,Easy
3557,2,International Contest,apmo,2020_apmo,https://artofproblemsolving.com/community/c1195713_2020_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/1195713,"Show that <img src=""//latex.artofproblemsolving.com/b/4/b/b4bf9ecce9aa4520dc266d8e492bbf44fbacfd19.png"" class=""latex"" alt=""$r = 2$"" width=""41"" height=""12""> is the largest real number <img src=""//latex.artofproblemsolving.com/b/5/5/b55ca7a0aa88ab7d58f4fc035317fdac39b17861.png"" class=""latex"" alt=""$r$"" width=""8"" height=""8""> which satisfies the following condition:<br>
<br>
If a sequence <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/a/b/1ab39d761413804680d26d972381f028001562f5.png"" class=""latex"" alt=""$a_1$"" style=""vertical-align: -2px"" width=""15"" height=""10"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/5/e/9/5e97a8af68fbc8e357d3ee0eba452022b06c1875.png"" class=""latex"" alt=""$a_2$"" style=""vertical-align: -2px"" width=""15"" height=""10"">,</span> <img src=""//latex.artofproblemsolving.com/3/9/5/3958e984d2597b35da7975f4503cdcf965a777f7.png"" class=""latex"" alt=""$\ldots$"" width=""19"" height=""2""> of positive integers fulfills the inequalities<br>
<img src=""//latex.artofproblemsolving.com/d/8/4/d842bf21441697f4760bd524f8e70e4c30addd2a.png"" class=""latexcenter"" alt=""\[a_n \leq a_{n+2} \leq\sqrt{a_n^2+ra_{n+1}}\]"" width=""205"" height=""22"">for every positive integer <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">,</span> then there exists a positive integer <img src=""//latex.artofproblemsolving.com/5/d/1/5d1e4485dc90c450e8c76826516c1b2ccb8fce16.png"" class=""latex"" alt=""$M$"" width=""19"" height=""12""> such that <img src=""//latex.artofproblemsolving.com/4/5/9/459f829ba61e9cc0eb3789eb553e4d3ede1c2893.png"" class=""latex"" alt=""$a_{n+2} = a_n$"" style=""vertical-align: -4px"" width=""77"" height=""12""> for every <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/6/0/0/6002f2348c1d1202299d5a2acd295fbaed9cb575.png"" class=""latex"" alt=""$n \geq M$"" style=""vertical-align: -2px"" width=""54"" height=""15"">.</span>","Show that $r = 2$ is the largest real number $r$ which satisfies the following condition:  If a sequence $a_1$, $a_2$, $\ldots$ of positive integers fulfills the inequalities \[a_n \leq a_{n+2} \leq\sqrt{a_n^2+ra_{n+1}}\]for every positive integer $n$, then there exists a positive integer $M$ such that $a_{n+2} = a_n$ for every $n \geq M$.",Algebra,3.8428571428571434,Medium
3558,3,International Contest,apmo,2020_apmo,https://artofproblemsolving.com/community/c1195713_2020_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/1195713,"Determine all positive integers <img src=""//latex.artofproblemsolving.com/8/c/3/8c325612684d41304b9751c175df7bcc0f61f64f.png"" class=""latex"" alt=""$k$"" width=""9"" height=""12""> for which there exist a positive integer <img src=""//latex.artofproblemsolving.com/f/5/0/f5047d1e0cbb50ec208923a22cd517c55100fa7b.png"" class=""latex"" alt=""$m$"" width=""15"" height=""8""> and a set <img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12""> of positive integers such that any integer <img src=""//latex.artofproblemsolving.com/f/0/f/f0f5e97c83616f360250ed26efa1bd1780fa0999.png"" class=""latex"" alt=""$n > m$"" style=""vertical-align: 0px"" width=""50"" height=""10""> can be written as a sum of distinct elements of <img src=""//latex.artofproblemsolving.com/a/d/2/ad28c83c99a8fd0dd2e2e594c9d02ee532765a0a.png"" class=""latex"" alt=""$S$"" width=""12"" height=""12""> in exactly <img src=""//latex.artofproblemsolving.com/8/c/3/8c325612684d41304b9751c175df7bcc0f61f64f.png"" class=""latex"" alt=""$k$"" width=""9"" height=""12""> ways.",Determine all positive integers $k$ for which there exist a positive integer $m$ and a set $S$ of positive integers such that any integer $n > m$ can be written as a sum of distinct elements of $S$ in exactly $k$ ways.,Number Theory,6.771428571428571,Hard
3559,4,International Contest,apmo,2020_apmo,https://artofproblemsolving.com/community/c1195713_2020_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/1195713,"Let <img src=""//latex.artofproblemsolving.com/d/4/0/d4023589a374e5b4a1bc6063d887aec205e0d3e0.png"" class=""latex"" alt=""$\mathbb{Z}$"" width=""11"" height=""12""> denote the set of all integers. Find all polynomials <img src=""//latex.artofproblemsolving.com/6/e/f/6efaaf74e576202fad965134bc49c6a34aac4c30.png"" class=""latex"" alt=""$P(x)$"" style=""vertical-align: -4px"" width=""37"" height=""18""> with integer coefficients that satisfy the following property:<br>
<br>
For any infinite sequence <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/a/b/1ab39d761413804680d26d972381f028001562f5.png"" class=""latex"" alt=""$a_1$"" style=""vertical-align: -2px"" width=""15"" height=""10"">,</span> <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/5/e/9/5e97a8af68fbc8e357d3ee0eba452022b06c1875.png"" class=""latex"" alt=""$a_2$"" style=""vertical-align: -2px"" width=""15"" height=""10"">,</span> <img src=""//latex.artofproblemsolving.com/7/d/5/7d55eb78c27dcce1d6292a41d2bfa434703b275e.png"" class=""latex"" alt=""$\dotsc$"" width=""19"" height=""2""> of integers in which each integer in <img src=""//latex.artofproblemsolving.com/d/4/0/d4023589a374e5b4a1bc6063d887aec205e0d3e0.png"" class=""latex"" alt=""$\mathbb{Z}$"" width=""11"" height=""12""> appears exactly once, there exist indices <img src=""//latex.artofproblemsolving.com/4/7/8/478f5d7d31a103e7a383486cdf317eb599ac9ebf.png"" class=""latex"" alt=""$i < j$"" style=""vertical-align: -3px"" width=""38"" height=""16""> and an integer <img src=""//latex.artofproblemsolving.com/8/c/3/8c325612684d41304b9751c175df7bcc0f61f64f.png"" class=""latex"" alt=""$k$"" width=""9"" height=""12""> such that <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/c/4/3/c435a21bcbff6265939b2b8c6c5c6ee336c6bae6.png"" class=""latex"" alt=""$a_i +a_{i+1} +\dotsb +a_j = P(k)$"" style=""vertical-align: -4px"" width=""212"" height=""18"">.</span>","Let $\mathbb{Z}$ denote the set of all integers. Find all polynomials $P(x)$ with integer coefficients that satisfy the following property:  For any infinite sequence $a_1$, $a_2$, $\dotsc$ of integers in which each integer in $\mathbb{Z}$ appears exactly once, there exist indices $i < j$ and an integer $k$ such that $a_i +a_{i+1} +\dotsb +a_j = P(k)$.",Algebra,6.385714285714286,Hard
3560,5,International Contest,apmo,2020_apmo,https://artofproblemsolving.com/community/c1195713_2020_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/1195713,"Let <img src=""//latex.artofproblemsolving.com/4/9/e/49e6a2d706867d6652d7edadccc3fd034130bd98.png"" class=""latex"" alt=""$n \geq 3$"" style=""vertical-align: -2px"" width=""43"" height=""15""> be a fixed integer. The number <img src=""//latex.artofproblemsolving.com/d/c/e/dce34f4dfb2406144304ad0d6106c5382ddd1446.png"" class=""latex"" alt=""$1$"" style=""vertical-align: 0px"" width=""8"" height=""12""> is written <img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8""> times on a blackboard. Below the blackboard, there are two buckets that are initially empty. A move consists of erasing two of the numbers <img src=""//latex.artofproblemsolving.com/c/7/d/c7d457e388298246adb06c587bccd419ea67f7e8.png"" class=""latex"" alt=""$a$"" width=""9"" height=""8""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/1/3/8136a7ef6a03334a7246df9097e5bcc31ba33fd2.png"" class=""latex"" alt=""$b$"" width=""8"" height=""12"">,</span> replacing them with the numbers <img src=""//latex.artofproblemsolving.com/d/c/e/dce34f4dfb2406144304ad0d6106c5382ddd1446.png"" class=""latex"" alt=""$1$"" style=""vertical-align: 0px"" width=""8"" height=""12""> and <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/d/d/add2609af1bb7632cc22b68fd49fdd94de06b327.png"" class=""latex"" alt=""$a+b$"" style=""vertical-align: -1px"" width=""40"" height=""14"">,</span> then adding one stone to the first bucket and <img src=""//latex.artofproblemsolving.com/e/c/d/ecd7c30ec44cc09e69285e0dcc79b565259ef285.png"" class=""latex"" alt=""$\gcd(a, b)$"" style=""vertical-align: -4px"" width=""65"" height=""18""> stones to the second bucket. After some finite number of moves, there are <img src=""//latex.artofproblemsolving.com/f/3/7/f37bba504894945c07a32f5496d74299a37aa51c.png"" class=""latex"" alt=""$s$"" width=""8"" height=""8""> stones in the first bucket and <img src=""//latex.artofproblemsolving.com/e/0/d/e0d2bf360290fd61d1c1557e763f2622363b3d35.png"" class=""latex"" alt=""$t$"" width=""6"" height=""11""> stones in the second bucket, where <img src=""//latex.artofproblemsolving.com/f/3/7/f37bba504894945c07a32f5496d74299a37aa51c.png"" class=""latex"" alt=""$s$"" width=""8"" height=""8""> and <img src=""//latex.artofproblemsolving.com/e/0/d/e0d2bf360290fd61d1c1557e763f2622363b3d35.png"" class=""latex"" alt=""$t$"" width=""6"" height=""11""> are positive integers. Find all possible values of the ratio <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/c/8/b/c8b71a1abcc615c5d40c757ef894d59a587248f1.png"" class=""latex"" alt=""$\frac{t}{s}$"" style=""vertical-align: -12px"" width=""11"" height=""36"">.</span>","Let $n \geq 3$ be a fixed integer. The number $1$ is written $n$ times on a blackboard. Below the blackboard, there are two buckets that are initially empty. A move consists of erasing two of the numbers $a$ and $b$, replacing them with the numbers $1$ and $a+b$, then adding one stone to the first bucket and $\gcd(a, b)$ stones to the second bucket. After some finite number of moves, there are $s$ stones in the first bucket and $t$ stones in the second bucket, where $s$ and $t$ are positive integers. Find all possible values of the ratio $\frac{t}{s}$.",Combinatorics,6.585714285714285,Hard
3561,1,International Contest,apmo,2019_apmo,https://artofproblemsolving.com/community/c890289_2019_apmo,https://artofproblemsolving.com/downloads/printable_post_collections/890289,"Let <img src=""//latex.artofproblemsolving.com/0/3/f/03fae0974b852c6df5091d7f45ca46d26429986a.png"" class=""latex"" alt=""$\mathbb{Z}^+$"" width=""21"" height=""14""> be the set of positive integers. Determine all functions <img src=""//latex.artofproblemsolving.com/8/8/2/88258bad889795d464f26406bae457b8fa1b5930.png"" class=""latex"" alt=""$f : \mathbb{Z}^+\to\mathbb{Z}^+$"" style=""vertical-align: -3px"" width=""98"" height=""18""> such that <img src=""//latex.artofproblemsolving.com/f/6/4/f649a19f5ee0cd726b74933f9314b752a38f5a01.png"" class=""latex"" alt=""$a^2+f(a)f(b)$"" style=""vertical-align: -4px"" width=""105"" height=""19""> is divisible by <img src=""//latex.artofproblemsolving.com/5/e/7/5e7a01f06a5a5f849bff07cae1658a7bef0e4345.png"" class=""latex"" alt=""$f(a)+b$"" style=""vertical-align: -4px"" width=""65"" height=""18""> for all positive integers <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/e/9/b/e9bdf3e496517e8f8742f81dd774be1f93cf6e8c.png"" class=""latex"" alt=""$a,b$"" style=""vertical-align: -3px"" width=""25"" height=""16"">.</span>","Let $\mathbb{Z}^+$ be the set of positive integers. Determine all functions $f : \mathbb{Z}^+\to\mathbb{Z}^+$ such that $a^2+f(a)f(b)$ is divisible by $f(a)+b$ for all positive integers $a,b$.",Number Theory,3.6571428571428566,Medium
